borrower_type,monthly_inflow,upi_tx_count_monthly,upi_debit_to_credit_ratio,cashflow_volatility,utility_payment_delay_days,telecom_recharge_regularity,gst_filing_punctuality,ecommerce_cancellation_rate,mobility_activity_score,is_default
kirana_merchant,51378.07,45,0.633,0.168,3,0.719,0.104,0.11,30.7,0
freelancer,29429.76,47,0.905,0.545,4,0.204,0.0,0.267,28.7,1
kirana_merchant,67810.3,47,0.79,0.784,2,0.868,0.7,0.034,45.4,0
kirana_merchant,32932.13,44,1.041,0.496,8,0.853,0.108,0.058,46.6,1
kirana_merchant,8052.39,45,0.711,0.167,15,0.589,0.38,0.225,27.5,1
gig_worker,45616.32,45,0.755,0.13,0,0.39,0.0,0.045,85.7,0
gig_worker,12647.62,39,1.085,0.597,0,0.467,0.0,0.125,80.5,0
freelancer,30190.02,49,0.878,0.156,5,0.542,0.0,0.227,33.9,1
kirana_merchant,18263.47,43,0.773,0.157,11,0.327,0.061,0.091,36.6,1
kirana_merchant,78539.39,46,1.03,0.44,5,0.686,0.025,0.277,49.4,0
gig_worker,55259.69,51,0.972,0.268,2,0.321,0.0,0.337,68.6,0
gig_worker,18566.05,46,0.887,0.263,8,0.747,0.0,0.329,72.9,0
gig_worker,25243.43,39,1.045,0.485,4,0.651,0.0,0.049,74.9,0
kirana_merchant,30403.08,39,0.647,0.325,9,0.869,0.937,0.258,30.7,0
kirana_merchant,41427.78,43,0.797,0.275,6,0.518,0.108,0.27,78.4,0
kirana_merchant,27298.2,46,1.005,0.512,8,0.925,0.749,0.078,34.3,0
freelancer,16115.75,37,0.793,0.333,0,0.722,0.0,0.051,27.1,0
gig_worker,18792.64,45,1.063,0.164,8,0.201,0.0,0.054,56.5,0
gig_worker,26842.97,29,0.676,0.646,3,0.55,0.0,0.184,68.9,0
gig_worker,49872.67,30,0.768,0.568,1,0.974,0.0,0.308,92.8,0
kirana_merchant,33320.19,48,0.813,0.27,3,0.969,0.453,0.13,28.2,1
gig_worker,18275.06,36,0.943,0.566,1,0.657,0.0,0.075,74.0,0
freelancer,37204.55,42,0.698,0.864,1,0.73,0.0,0.219,51.0,0
gig_worker,22170.27,44,0.605,0.865,6,0.389,0.0,0.144,52.8,0
freelancer,41990.72,51,1.088,0.526,0,0.457,0.0,0.344,38.6,0
kirana_merchant,95178.11,49,1.049,0.178,6,0.516,0.709,0.194,49.7,0
freelancer,22484.62,47,0.75,0.467,14,0.531,0.0,0.025,55.2,1
kirana_merchant,40167.06,55,0.842,0.122,1,0.766,0.987,0.271,46.0,0
freelancer,18532.91,48,0.844,0.432,7,0.261,0.0,0.329,41.7,0
gig_worker,25434.66,46,1.035,0.828,6,0.237,0.0,0.268,49.5,0
kirana_merchant,27303.8,60,0.899,0.474,7,0.616,0.702,0.112,55.7,0
freelancer,24420.01,43,1.013,0.54,15,0.663,0.0,0.306,60.5,1
gig_worker,92180.77,50,1.056,0.226,1,0.51,0.0,0.214,86.4,0
gig_worker,23079.58,39,0.883,0.113,6,0.798,0.0,0.19,68.1,0
kirana_merchant,36077.54,43,0.743,0.895,12,0.335,0.309,0.082,41.9,0
freelancer,10249.22,45,0.849,0.371,3,0.993,0.0,0.161,35.9,0
kirana_merchant,33389.55,47,1.025,0.323,7,0.48,0.124,0.249,75.9,0
kirana_merchant,47620.91,39,0.892,0.557,0,0.465,0.644,0.293,68.2,0
gig_worker,20665.1,30,1.048,0.696,0,0.515,0.0,0.312,61.3,0
gig_worker,7668.6,44,1.048,0.301,17,0.869,0.0,0.202,59.8,0
freelancer,26388.25,39,0.787,0.519,0,0.376,0.0,0.308,53.5,0
gig_worker,27135.33,38,0.824,0.366,1,0.565,0.0,0.337,68.9,0
kirana_merchant,38639.78,53,0.939,0.485,0,0.413,0.159,0.252,51.2,0
freelancer,73530.2,51,0.656,0.229,8,0.234,0.0,0.306,41.3,0
gig_worker,22247.24,39,0.833,0.508,5,0.494,0.0,0.333,92.6,1
kirana_merchant,17533.28,43,0.675,0.138,2,0.261,0.238,0.137,27.1,1
gig_worker,15011.04,48,1.024,0.772,0,0.976,0.0,0.29,78.0,0
kirana_merchant,29704.07,48,1.071,0.602,9,0.313,0.512,0.223,67.6,0
gig_worker,34189.61,42,0.671,0.853,5,0.988,0.0,0.275,99.0,0
kirana_merchant,20479.35,42,0.934,0.58,1,0.568,0.698,0.057,53.0,0
gig_worker,39709.33,36,0.918,0.246,6,0.333,0.0,0.32,61.6,0
kirana_merchant,33951.63,38,0.98,0.487,3,0.413,0.566,0.258,42.4,0
kirana_merchant,27491.05,41,0.948,0.632,20,0.51,0.652,0.103,38.8,0
gig_worker,17133.53,53,0.709,0.399,2,0.743,0.0,0.244,87.8,0
kirana_merchant,21143.08,61,0.746,0.542,2,0.771,0.688,0.237,53.1,0
gig_worker,7983.42,57,0.683,0.23,2,0.375,0.0,0.202,83.1,0
kirana_merchant,30269.43,43,1.061,0.722,11,0.358,0.966,0.079,46.0,0
gig_worker,27259.86,50,0.861,0.828,4,0.931,0.0,0.192,76.8,0
kirana_merchant,29561.84,41,1.088,0.352,6,0.562,0.588,0.23,42.4,0
gig_worker,34619.05,54,0.825,0.735,2,0.487,0.0,0.202,70.4,0
kirana_merchant,32627.5,49,0.876,0.174,7,0.701,0.016,0.13,19.0,0
gig_worker,25458.59,28,0.995,0.297,4,0.639,0.0,0.252,73.4,0
kirana_merchant,27565.88,47,0.999,0.469,4,0.916,0.175,0.231,57.2,0
gig_worker,13330.92,59,0.716,0.409,7,0.327,0.0,0.097,81.3,0
freelancer,20093.26,41,0.744,0.596,8,0.561,0.0,0.145,39.3,0
freelancer,27590.74,53,0.649,0.55,1,0.36,0.0,0.176,36.0,0
gig_worker,18621.52,48,1.003,0.17,8,0.285,0.0,0.301,64.1,0
kirana_merchant,41360.24,35,0.997,0.205,1,0.431,0.268,0.054,39.7,0
gig_worker,19354.57,42,0.641,0.141,13,0.254,0.0,0.153,88.1,0
gig_worker,29976.01,48,0.729,0.862,0,0.682,0.0,0.051,80.5,0
kirana_merchant,28517.77,45,0.825,0.616,12,0.881,0.523,0.243,43.8,0
kirana_merchant,39071.12,48,0.871,0.784,2,0.442,0.043,0.155,59.8,1
kirana_merchant,42209.29,47,0.861,0.533,2,0.706,0.841,0.116,68.4,0
gig_worker,38063.7,46,1.092,0.255,1,0.304,0.0,0.299,81.3,0
gig_worker,9386.21,51,0.982,0.601,0,0.388,0.0,0.348,80.9,0
gig_worker,48877.58,44,0.657,0.504,0,0.741,0.0,0.26,62.0,0
kirana_merchant,57737.04,54,0.747,0.427,12,0.936,0.157,0.023,56.1,0
kirana_merchant,21140.33,53,0.773,0.397,7,0.215,0.303,0.341,44.2,1
kirana_merchant,30282.45,43,0.758,0.62,8,0.714,0.916,0.066,42.5,0
gig_worker,17233.05,39,0.993,0.594,6,0.764,0.0,0.118,85.3,1
gig_worker,10155.91,55,0.78,0.221,4,0.678,0.0,0.157,68.9,0
gig_worker,18594.9,52,0.846,0.753,9,0.542,0.0,0.067,59.0,0
gig_worker,20535.91,39,0.867,0.609,0,0.99,0.0,0.161,88.0,0
gig_worker,22529.36,42,0.735,0.529,0,0.418,0.0,0.317,75.2,0
freelancer,16656.29,39,0.761,0.699,1,0.573,0.0,0.107,25.5,1
freelancer,18644.14,41,0.99,0.223,7,0.739,0.0,0.108,36.6,0
kirana_merchant,26755.54,29,1.033,0.836,5,0.2,0.207,0.215,50.0,0
kirana_merchant,18304.21,43,0.619,0.316,2,0.489,0.177,0.241,30.5,0
gig_worker,35304.37,40,0.903,0.31,5,0.514,0.0,0.216,68.9,1
freelancer,37828.96,41,0.917,0.752,0,0.208,0.0,0.046,35.6,0
gig_worker,88450.1,44,0.969,0.367,4,0.221,0.0,0.31,44.1,0
freelancer,47232.62,41,0.947,0.765,0,0.991,0.0,0.262,61.9,0
kirana_merchant,30380.36,41,1.039,0.362,6,0.287,0.949,0.209,70.4,0
gig_worker,19729.45,37,0.639,0.541,18,0.389,0.0,0.167,74.0,1
freelancer,31159.48,44,0.794,0.285,6,0.311,0.0,0.342,39.8,0
gig_worker,31675.47,44,0.991,0.685,1,0.611,0.0,0.296,75.9,0
kirana_merchant,20813.22,50,1.023,0.234,0,0.789,0.008,0.106,29.5,0
kirana_merchant,39809.69,33,0.732,0.82,1,0.262,0.648,0.227,52.6,0
gig_worker,13372.44,32,0.893,0.397,3,0.669,0.0,0.097,60.9,0
kirana_merchant,23808.55,50,0.69,0.477,3,0.482,0.63,0.208,14.2,0
kirana_merchant,35522.77,35,1.025,0.119,7,0.592,0.287,0.262,43.1,0
kirana_merchant,23299.98,53,0.965,0.881,1,0.413,0.11,0.174,41.5,0
gig_worker,24260.94,38,0.711,0.751,2,0.891,0.0,0.12,95.2,0
freelancer,25112.15,43,0.912,0.458,0,0.562,0.0,0.133,26.2,0
gig_worker,17715.57,44,0.855,0.836,6,0.328,0.0,0.304,69.0,1
gig_worker,48385.26,34,0.729,0.845,2,0.833,0.0,0.043,67.1,1
gig_worker,16171.1,41,1.047,0.526,5,0.801,0.0,0.321,63.8,0
gig_worker,31542.14,43,0.674,0.287,0,0.588,0.0,0.105,59.9,0
gig_worker,33084.62,47,0.834,0.49,5,0.777,0.0,0.223,62.4,0
freelancer,16742.22,36,0.891,0.36,2,0.682,0.0,0.186,39.7,0
gig_worker,27904.75,55,1.012,0.458,1,0.332,0.0,0.124,60.4,0
gig_worker,17071.81,39,0.675,0.829,10,0.999,0.0,0.317,99.0,0
gig_worker,53934.26,45,0.905,0.325,2,0.818,0.0,0.293,69.9,0
kirana_merchant,15223.7,46,0.603,0.771,6,0.733,0.479,0.202,82.6,0
freelancer,19400.45,31,1.011,0.848,0,0.865,0.0,0.154,27.1,0
gig_worker,14587.02,39,0.717,0.744,1,0.942,0.0,0.243,47.2,0
gig_worker,13645.3,34,0.96,0.522,0,0.662,0.0,0.059,79.1,0
gig_worker,59611.73,52,0.901,0.551,0,0.671,0.0,0.333,63.2,0
gig_worker,35291.14,40,0.625,0.756,3,0.219,0.0,0.313,60.0,0
gig_worker,28858.12,35,0.692,0.136,0,0.532,0.0,0.189,48.7,0
kirana_merchant,19374.47,47,0.734,0.689,11,0.607,0.687,0.295,39.0,1
gig_worker,42353.48,40,1.043,0.523,0,0.387,0.0,0.323,90.2,0
kirana_merchant,17816.65,44,0.84,0.418,2,0.488,0.845,0.063,46.8,0
gig_worker,40007.4,42,1.057,0.714,0,0.493,0.0,0.107,70.3,1
freelancer,17391.63,53,0.624,0.313,1,0.494,0.0,0.09,31.6,0
freelancer,19491.74,49,0.603,0.816,1,0.965,0.0,0.239,57.7,0
kirana_merchant,39306.34,52,1.074,0.651,5,0.67,0.45,0.344,40.6,1
gig_worker,41436.34,44,0.962,0.588,0,0.451,0.0,0.031,58.9,1
gig_worker,36269.65,43,0.992,0.518,12,0.444,0.0,0.348,68.6,0
kirana_merchant,15917.32,44,1.058,0.27,3,0.878,0.396,0.058,46.1,0
kirana_merchant,21517.82,46,1.092,0.594,2,0.713,0.027,0.226,35.7,0
kirana_merchant,29098.72,53,0.649,0.68,0,0.881,0.184,0.244,8.7,1
freelancer,17594.81,54,0.679,0.109,1,0.715,0.0,0.032,31.5,0
freelancer,53395.48,49,0.694,0.393,22,0.932,0.0,0.13,45.8,1
gig_worker,8095.2,38,1.009,0.766,14,0.522,0.0,0.174,64.6,1
kirana_merchant,18226.47,45,0.778,0.606,4,0.874,0.106,0.319,35.7,0
gig_worker,20852.24,34,0.897,0.592,1,0.341,0.0,0.252,84.1,0
gig_worker,6490.07,37,1.028,0.283,3,0.736,0.0,0.227,82.5,0
kirana_merchant,13384.94,46,0.942,0.606,8,0.491,0.406,0.063,38.8,0
gig_worker,36777.62,54,0.633,0.729,4,0.62,0.0,0.116,65.4,0
freelancer,27313.65,39,0.823,0.421,0,0.789,0.0,0.165,13.0,0
gig_worker,59075.29,53,0.634,0.246,0,0.652,0.0,0.12,74.8,0
kirana_merchant,58256.63,47,0.839,0.162,4,0.784,0.38,0.164,38.3,0
kirana_merchant,33407.08,40,0.71,0.505,1,0.229,0.533,0.324,73.2,1
kirana_merchant,31464.62,44,0.601,0.647,2,0.52,0.651,0.22,54.2,0
gig_worker,27804.84,48,1.007,0.23,5,0.963,0.0,0.191,88.0,0
freelancer,7132.8,40,1.085,0.437,2,0.809,0.0,0.197,22.0,0
kirana_merchant,13396.12,46,1.082,0.555,4,0.586,0.327,0.275,50.2,0
kirana_merchant,28292.1,48,0.75,0.225,3,0.767,0.357,0.342,44.7,0
gig_worker,36607.66,33,1.014,0.316,0,0.222,0.0,0.344,64.6,1
kirana_merchant,31096.01,45,0.939,0.587,1,0.434,0.478,0.238,37.7,0
freelancer,17218.98,46,1.0,0.68,0,0.922,0.0,0.142,5.8,0
kirana_merchant,42989.15,57,1.023,0.609,1,0.597,0.782,0.215,63.3,0
freelancer,56456.29,41,1.09,0.671,1,0.962,0.0,0.042,10.6,0
kirana_merchant,43001.69,38,0.676,0.565,3,0.412,0.914,0.073,45.6,0
gig_worker,44125.79,49,0.985,0.769,6,0.868,0.0,0.314,80.9,0
gig_worker,20340.86,38,0.967,0.761,6,0.216,0.0,0.267,89.5,1
gig_worker,46072.29,40,0.744,0.737,2,0.203,0.0,0.101,95.2,0
kirana_merchant,28937.09,41,0.796,0.56,2,0.309,0.816,0.156,54.4,0
kirana_merchant,34744.54,52,0.688,0.895,1,0.409,0.482,0.041,49.4,0
gig_worker,32296.56,41,1.057,0.131,8,0.234,0.0,0.305,93.8,1
kirana_merchant,25317.63,51,1.04,0.257,0,0.369,0.281,0.119,37.5,1
kirana_merchant,17500.75,46,0.907,0.747,5,0.898,0.246,0.2,34.0,0
kirana_merchant,25820.7,55,0.856,0.761,11,0.932,0.586,0.345,44.9,0
gig_worker,44063.22,42,0.716,0.755,0,0.295,0.0,0.08,60.6,0
gig_worker,21574.39,48,0.995,0.798,6,0.452,0.0,0.311,61.3,0
gig_worker,42052.48,37,0.604,0.438,5,0.688,0.0,0.105,78.3,0
gig_worker,38891.67,47,0.831,0.845,2,0.729,0.0,0.058,71.2,0
gig_worker,23168.09,45,1.03,0.267,0,0.222,0.0,0.027,63.6,0
gig_worker,53873.83,41,0.909,0.85,6,0.93,0.0,0.297,73.2,0
kirana_merchant,22521.52,56,0.918,0.545,5,0.542,0.557,0.021,50.2,0
gig_worker,57226.56,48,0.635,0.231,0,0.553,0.0,0.334,64.6,0
freelancer,33425.14,47,0.743,0.689,0,0.268,0.0,0.081,44.3,0
gig_worker,26690.61,37,0.937,0.337,13,0.62,0.0,0.288,70.4,1
gig_worker,17259.18,41,0.625,0.276,4,0.67,0.0,0.304,82.6,0
gig_worker,25741.76,48,0.765,0.238,5,0.566,0.0,0.048,75.1,0
gig_worker,24297.29,41,0.777,0.124,7,0.91,0.0,0.146,45.5,0
freelancer,14340.63,57,0.849,0.712,6,0.287,0.0,0.111,45.1,1
gig_worker,24129.54,41,0.781,0.489,3,0.348,0.0,0.025,80.7,0
freelancer,17999.48,47,0.827,0.883,2,0.5,0.0,0.16,18.8,0
freelancer,36062.03,45,0.873,0.451,1,0.687,0.0,0.18,29.8,1
kirana_merchant,51696.24,44,0.664,0.775,7,0.539,0.082,0.244,36.7,0
kirana_merchant,14567.41,53,0.69,0.874,1,0.881,0.362,0.101,32.9,0
kirana_merchant,63332.5,49,1.016,0.118,0,0.37,0.159,0.299,21.8,0
gig_worker,25228.37,56,0.83,0.184,3,0.392,0.0,0.178,82.2,0
kirana_merchant,16522.68,45,0.778,0.378,8,0.913,0.64,0.241,52.2,0
gig_worker,39295.98,52,0.817,0.796,1,0.575,0.0,0.174,84.4,0
gig_worker,21520.75,46,0.687,0.77,3,0.722,0.0,0.047,70.0,0
kirana_merchant,25825.86,39,0.72,0.393,4,0.501,0.164,0.35,62.7,0
kirana_merchant,21979.4,46,0.858,0.26,2,0.5,0.763,0.277,20.3,0
freelancer,17883.45,42,0.779,0.742,1,0.316,0.0,0.344,42.2,1
gig_worker,38638.27,49,0.838,0.578,1,0.91,0.0,0.291,85.9,0
freelancer,23314.93,46,0.675,0.125,9,0.861,0.0,0.171,22.2,0
gig_worker,13117.13,41,0.678,0.743,4,0.629,0.0,0.248,66.0,0
gig_worker,35437.65,42,0.792,0.866,6,0.231,0.0,0.296,53.2,0
gig_worker,14723.63,40,0.789,0.134,4,0.38,0.0,0.232,82.7,0
kirana_merchant,15113.9,45,1.042,0.329,6,0.353,0.194,0.235,29.9,1
gig_worker,48839.91,48,0.617,0.756,3,0.63,0.0,0.086,72.0,0
kirana_merchant,14791.83,38,1.096,0.568,6,0.326,0.645,0.056,36.8,1
freelancer,8448.78,44,1.078,0.891,5,0.546,0.0,0.262,21.9,1
kirana_merchant,36733.0,37,0.871,0.832,4,0.356,0.455,0.207,39.0,0
kirana_merchant,23111.1,49,0.959,0.243,0,0.429,0.866,0.262,49.1,1
freelancer,24129.07,41,1.068,0.639,0,0.441,0.0,0.212,37.5,1
kirana_merchant,22988.51,48,0.726,0.623,12,0.382,0.109,0.024,23.0,1
kirana_merchant,30207.18,46,0.758,0.189,0,0.41,0.072,0.341,50.2,0
gig_worker,18465.15,28,0.655,0.172,1,0.323,0.0,0.061,76.8,0
freelancer,56277.91,48,0.882,0.556,9,0.819,0.0,0.254,52.1,0
kirana_merchant,12860.1,45,0.68,0.422,0,0.978,0.67,0.223,26.2,0
gig_worker,33605.25,41,1.065,0.536,0,0.826,0.0,0.102,86.7,0
gig_worker,37088.44,47,0.816,0.291,12,0.493,0.0,0.293,60.8,1
freelancer,18401.25,55,1.06,0.545,1,0.805,0.0,0.106,14.5,1
gig_worker,16125.11,42,0.703,0.407,2,0.25,0.0,0.043,80.3,0
freelancer,44738.38,50,0.947,0.81,0,0.483,0.0,0.249,45.2,0
gig_worker,16392.34,48,0.924,0.345,3,0.517,0.0,0.128,84.3,1
kirana_merchant,19864.07,42,0.8,0.797,2,0.21,0.366,0.074,31.0,1
gig_worker,41925.71,36,1.049,0.412,5,0.96,0.0,0.078,61.0,0
kirana_merchant,27374.59,42,0.817,0.563,0,0.572,0.761,0.025,35.1,0
freelancer,10953.65,45,0.699,0.329,1,0.99,0.0,0.12,33.8,0
kirana_merchant,64442.56,50,1.088,0.747,4,0.423,0.607,0.111,57.5,0
kirana_merchant,20640.17,40,0.821,0.775,3,0.983,0.26,0.179,27.5,0
gig_worker,21996.12,37,0.704,0.747,6,0.691,0.0,0.178,77.3,0
gig_worker,30573.6,39,0.782,0.612,4,0.533,0.0,0.244,76.0,1
gig_worker,36773.71,38,0.907,0.344,10,0.866,0.0,0.189,65.6,0
kirana_merchant,71721.95,55,0.856,0.609,0,0.633,0.417,0.289,56.3,1
gig_worker,11730.72,36,0.918,0.868,14,0.861,0.0,0.309,88.8,0
gig_worker,40659.02,39,0.931,0.619,4,0.605,0.0,0.202,87.5,0
kirana_merchant,39007.33,54,0.662,0.865,7,0.535,0.092,0.3,41.4,0
kirana_merchant,25119.95,41,0.757,0.344,1,0.687,0.821,0.347,51.9,0
kirana_merchant,39880.26,38,0.974,0.777,4,0.805,0.096,0.238,39.7,1
gig_worker,42921.88,50,0.925,0.675,7,0.238,0.0,0.083,67.7,0
gig_worker,13480.76,52,0.644,0.755,5,0.522,0.0,0.196,68.6,0
freelancer,64529.85,38,0.758,0.669,10,0.335,0.0,0.04,19.9,0
gig_worker,12340.22,47,1.066,0.484,3,0.96,0.0,0.277,55.5,0
freelancer,15250.11,38,1.031,0.649,2,0.978,0.0,0.034,21.6,0
freelancer,23602.46,37,0.935,0.846,1,0.928,0.0,0.179,42.5,0
kirana_merchant,70436.74,40,0.636,0.434,5,0.61,0.293,0.327,57.6,0
gig_worker,23060.39,43,0.904,0.861,16,0.805,0.0,0.3,49.8,1
freelancer,26477.04,50,0.606,0.14,2,0.938,0.0,0.036,24.8,0
kirana_merchant,55052.32,32,0.931,0.111,11,0.897,0.962,0.146,19.2,0
kirana_merchant,23152.1,44,0.966,0.495,0,0.629,0.071,0.128,41.5,0
gig_worker,14924.83,51,0.849,0.779,10,0.319,0.0,0.043,73.2,1
gig_worker,21837.47,68,0.602,0.298,2,0.928,0.0,0.057,70.9,0
gig_worker,53390.92,36,0.933,0.655,8,0.856,0.0,0.206,93.0,0
kirana_merchant,27873.52,45,1.01,0.538,1,0.521,0.22,0.127,24.4,0
kirana_merchant,70638.4,50,0.893,0.333,1,0.571,0.487,0.034,21.0,0
gig_worker,38908.48,59,0.955,0.329,0,0.991,0.0,0.301,60.3,0
kirana_merchant,19488.81,52,0.645,0.159,4,0.681,0.485,0.2,37.7,0
gig_worker,27599.09,40,0.958,0.529,1,0.336,0.0,0.252,91.3,0
kirana_merchant,17560.21,62,0.907,0.46,19,0.331,0.393,0.25,53.0,0
freelancer,19259.96,44,0.766,0.332,0,0.252,0.0,0.046,33.9,0
gig_worker,252594.86,26,0.943,0.876,9,0.67,0.0,0.021,87.2,1
gig_worker,44770.84,46,0.923,0.755,3,0.221,0.0,0.299,69.9,1
gig_worker,41379.84,43,0.9,0.52,4,0.854,0.0,0.341,65.5,0
kirana_merchant,19700.71,37,0.691,0.517,3,0.455,0.549,0.204,46.5,0
kirana_merchant,58970.47,53,0.748,0.255,2,0.474,0.94,0.19,24.6,0
freelancer,46616.41,44,1.096,0.619,0,0.809,0.0,0.059,22.3,0
gig_worker,68927.51,43,0.817,0.863,5,0.285,0.0,0.204,94.3,0
freelancer,67275.88,58,0.63,0.819,3,0.623,0.0,0.027,43.3,0
gig_worker,12841.73,48,1.05,0.168,4,0.496,0.0,0.281,81.7,0
kirana_merchant,15445.61,44,0.686,0.142,0,0.281,0.304,0.191,37.6,0
gig_worker,16286.73,43,0.802,0.869,7,0.438,0.0,0.257,69.5,0
freelancer,16781.45,57,0.739,0.26,7,0.703,0.0,0.177,57.4,0
kirana_merchant,31625.73,51,1.082,0.54,3,0.731,0.822,0.264,29.6,0
kirana_merchant,20263.94,45,0.789,0.16,8,0.301,0.814,0.202,47.9,0
freelancer,75833.79,46,0.954,0.775,1,0.951,0.0,0.196,51.9,0
gig_worker,69726.79,44,0.899,0.194,1,0.347,0.0,0.142,58.2,0
gig_worker,26816.41,54,0.621,0.615,4,0.731,0.0,0.114,60.7,0
freelancer,71515.04,39,0.792,0.145,1,0.46,0.0,0.273,25.2,0
gig_worker,56617.16,35,0.795,0.225,0,0.762,0.0,0.254,71.5,0
gig_worker,21475.04,58,1.095,0.51,6,0.851,0.0,0.317,69.9,1
kirana_merchant,9851.63,48,1.006,0.137,4,0.265,0.937,0.28,33.4,0
kirana_merchant,24125.29,31,1.028,0.256,2,0.838,0.221,0.044,47.4,0
gig_worker,19490.63,41,0.757,0.209,2,0.297,0.0,0.335,66.8,0
gig_worker,29829.49,44,0.765,0.132,7,0.615,0.0,0.267,67.7,0
gig_worker,28130.63,39,0.858,0.877,3,0.47,0.0,0.134,87.7,0
kirana_merchant,27764.37,55,0.916,0.46,7,0.446,0.939,0.233,46.3,0
freelancer,34955.89,47,0.964,0.787,0,0.322,0.0,0.272,44.1,1
freelancer,14672.63,51,1.01,0.387,22,0.741,0.0,0.065,38.6,0
kirana_merchant,33046.8,42,1.037,0.134,0,0.442,0.531,0.339,33.4,0
gig_worker,21594.46,62,0.612,0.657,3,0.604,0.0,0.235,71.6,0
freelancer,29732.35,39,0.998,0.131,0,0.212,0.0,0.027,25.0,1
kirana_merchant,43421.28,44,0.905,0.542,0,0.683,0.467,0.203,44.5,0
gig_worker,14585.75,51,0.866,0.211,0,0.742,0.0,0.084,86.3,0
freelancer,23373.38,44,0.914,0.637,0,0.25,0.0,0.103,17.6,1
kirana_merchant,25355.04,47,1.041,0.814,1,0.626,0.172,0.043,34.0,0
kirana_merchant,20803.27,55,0.873,0.865,6,0.771,0.442,0.158,56.7,0
kirana_merchant,42189.0,50,0.681,0.522,2,0.313,0.717,0.107,39.1,0
gig_worker,18766.07,53,0.818,0.526,5,0.235,0.0,0.296,58.3,1
gig_worker,20379.81,38,1.062,0.131,1,0.355,0.0,0.304,52.1,0
kirana_merchant,18864.56,56,1.007,0.716,16,0.481,0.305,0.029,37.5,1
gig_worker,46445.17,51,0.702,0.865,0,0.541,0.0,0.275,73.1,0
kirana_merchant,21031.53,59,0.957,0.451,9,0.258,0.486,0.033,56.2,0
kirana_merchant,33861.12,46,0.728,0.735,8,0.983,0.873,0.168,60.9,0
kirana_merchant,72247.47,55,0.774,0.738,1,0.752,0.925,0.054,38.7,0
kirana_merchant,25915.35,36,0.834,0.729,0,0.307,0.385,0.205,51.0,0
kirana_merchant,46912.07,59,0.82,0.707,2,0.838,0.369,0.336,48.8,0
freelancer,62048.84,43,0.615,0.272,5,0.456,0.0,0.096,35.8,0
kirana_merchant,44963.03,29,0.987,0.701,2,0.5,0.293,0.297,67.8,0
gig_worker,26678.13,55,1.023,0.216,14,0.258,0.0,0.279,27.8,1
gig_worker,37088.19,50,0.865,0.67,0,0.538,0.0,0.271,45.0,0
gig_worker,14133.61,48,0.686,0.103,1,0.262,0.0,0.108,67.4,0
gig_worker,18214.59,41,0.724,0.835,0,0.744,0.0,0.224,77.8,0
gig_worker,19883.84,53,0.663,0.762,3,0.475,0.0,0.048,97.9,0
gig_worker,82479.58,39,0.685,0.646,2,0.437,0.0,0.18,71.6,0
kirana_merchant,17920.63,33,1.038,0.176,15,0.719,0.115,0.324,50.7,0
freelancer,17787.68,45,0.84,0.76,1,0.75,0.0,0.189,35.7,1
gig_worker,15963.17,52,0.656,0.8,1,0.711,0.0,0.031,84.3,0
kirana_merchant,35593.06,46,0.727,0.65,0,0.831,0.902,0.25,32.6,1
kirana_merchant,28891.73,40,1.075,0.881,3,0.711,0.523,0.308,42.9,0
gig_worker,46322.33,47,0.855,0.174,0,0.956,0.0,0.085,54.9,0
freelancer,37632.75,54,0.858,0.667,3,0.653,0.0,0.072,27.1,0
kirana_merchant,13491.36,50,0.863,0.52,3,0.908,0.461,0.029,26.8,1
gig_worker,17968.24,33,0.656,0.216,5,0.969,0.0,0.272,63.7,0
kirana_merchant,53245.28,53,1.085,0.627,22,0.331,0.354,0.321,40.2,1
gig_worker,24302.9,45,0.642,0.74,7,0.741,0.0,0.181,75.7,0
kirana_merchant,48717.61,47,0.95,0.232,6,0.725,0.496,0.112,75.5,0
gig_worker,24963.24,38,0.629,0.735,4,0.896,0.0,0.325,86.4,1
freelancer,16583.64,43,0.822,0.174,11,0.47,0.0,0.085,43.2,0
kirana_merchant,23118.06,56,1.05,0.573,1,0.515,0.266,0.16,13.2,0
kirana_merchant,16580.38,36,0.984,0.739,6,0.238,0.104,0.318,28.4,0
gig_worker,20276.62,40,0.767,0.217,2,0.813,0.0,0.346,73.0,0
kirana_merchant,29746.38,52,0.876,0.557,12,0.413,0.865,0.107,63.5,0
kirana_merchant,34745.4,38,0.683,0.44,4,0.943,0.048,0.334,40.4,1
kirana_merchant,12147.81,38,1.078,0.586,3,0.73,0.937,0.179,51.7,0
kirana_merchant,26670.57,54,0.954,0.439,0,0.466,0.07,0.23,23.2,1
kirana_merchant,20064.19,33,0.787,0.301,5,0.855,0.209,0.271,29.8,0
freelancer,19453.7,37,0.759,0.303,2,0.854,0.0,0.143,32.1,0
kirana_merchant,28748.54,50,0.719,0.792,6,0.329,0.015,0.295,11.5,1
freelancer,20430.29,47,0.993,0.225,0,0.633,0.0,0.325,45.0,1
freelancer,53694.67,32,0.817,0.198,5,0.208,0.0,0.271,50.2,1
kirana_merchant,48729.06,52,0.765,0.178,1,0.475,0.057,0.059,55.5,0
gig_worker,48577.42,42,1.053,0.159,0,0.756,0.0,0.038,49.1,0
kirana_merchant,21005.61,47,0.675,0.112,11,0.464,0.571,0.119,42.0,0
freelancer,16626.46,43,0.732,0.228,1,0.307,0.0,0.275,23.2,0
